frame_id,track_id,x,y,w,h,score,timestamp
674,10,874.9,132.7,42.4,120.5,0.9,67.3
674,11,835.7,144.8,47.1,133.7,0.9,67.3
674,12,826.2,131.3,49.2,123.4,0.88,67.3
674,13,856.2,134.8,55.5,129.5,0.87,67.3
674,14,861.3,122.3,46.5,114.4,0.95,67.3
674,30,937.8,126.3,52.2,119.5,0.77,67.3
674,31,855.6,28.0,42.0,93.3,0.85,67.3
674,32,505.4,62.0,36.6,99.6,0.99,67.3
675,1,521.8,39.5,34.6,96.8,0.9,67.4
675,2,349.7,180.6,50.0,140.5,0.87,67.4
675,10,866.1,128.6,51.6,122.3,0.96,67.4
675,11,829.3,153.3,55.7,128.7,0.87,67.4
675,12,835.7,130.9,45.4,126.3,0.93,67.4
675,13,861.1,138.8,46.2,125.5,0.96,67.4
675,14,859.3,115.0,52.8,122.3,0.81,67.4
675,30,940.9,126.4,46.0,119.1,0.85,67.4
675,31,858.6,30.1,35.6,87.3,0.98,67.4
675,32,508.5,66.5,38.6,97.7,0.96,67.4
676,1,521.0,44.5,32.1,89.7,0.96,67.5
676,2,347.7,178.8,54.4,140.9,0.9,67.5
676,10,870.2,125.6,50.6,127.6,0.95,67.5
676,11,828.6,148.5,55.6,132.2,0.93,67.5
676,12,833.6,133.4,46.9,122.7,0.94,67.5
676,13,857.9,144.5,43.5,120.8,0.96,67.5
676,14,858.7,115.1,52.2,118.8,0.91,67.5
676,30,941.3,120.1,50.4,123.3,0.98,67.5
676,31,869.3,26.7,32.0,86.5,0.86,67.5
676,32,497.5,61.8,38.4,103.6,0.81,67.5
677,1,523.9,43.3,34.4,92.3,0.89,67.6
677,2,339.5,180.5,62.9,141.6,0.91,67.6
677,10,872.8,129.0,50.8,123.6,0.9,67.6
677,11,832.9,149.8,51.1,128.2,0.9,67.6
677,12,824.8,129.8,56.4,127.7,0.96,67.6
677,13,856.7,136.6,54.0,124.7,0.99,67.6
677,14,859.5,113.9,52.9,117.8,0.88,67.6
677,30,946.4,128.3,43.7,122.0,0.79,67.6
677,31,865.4,27.1,30.1,85.7,0.91,67.6
677,32,507.1,56.9,40.5,102.4,0.88,67.6
678,1,518.8,45.3,41.2,92.3,0.9,67.7
678,2,342.3,182.4,58.9,140.6,0.87,67.7
678,10,876.1,123.7,48.1,126.8,0.88,67.7
678,11,832.5,150.0,56.6,128.6,0.86,67.7
678,12,824.1,124.2,57.3,128.3,0.84,67.7
678,13,858.4,138.0,51.6,126.2,0.99,67.7
678,14,854.5,117.6,51.0,118.6,0.8,67.7
678,30,943.6,126.0,49.2,121.4,0.91,67.7
678,31,859.3,29.2,30.1,83.8,0.91,67.7
678,32,501.5,63.1,42.8,101.3,0.95,67.7
679,1,520.8,43.9,38.7,92.2,0.86,67.8
679,2,341.9,178.6,59.9,138.9,0.9,67.8
679,10,875.7,124.7,47.7,124.5,0.86,67.8
679,11,832.8,149.0,48.7,131.9,0.89,67.8
679,12,830.6,130.2,51.9,123.5,0.89,67.8
679,13,864.3,137.1,47.7,126.8,0.95,67.8
679,14,858.5,115.9,51.8,120.2,0.86,67.8
679,30,949.6,122.9,42.8,119.8,0.89,67.8
679,31,864.3,25.1,31.2,88.2,0.93,67.8
679,32,494.3,62.5,44.0,100.9,0.86,67.8
680,1,527.7,40.2,33.4,94.8,0.89,67.9
680,2,347.9,189.0,50.2,140.0,0.85,67.9
680,10,870.5,130.1,47.0,122.7,0.9,67.9
680,11,836.9,149.7,47.2,130.8,0.9,67.9
680,12,833.7,128.6,44.5,126.9,0.92,67.9
680,13,861.6,138.4,50.2,129.3,0.88,67.9
680,14,857.3,117.9,49.4,118.8,0.88,67.9
680,30,938.0,126.7,44.7,121.1,0.91,67.9
680,31,862.7,28.5,37.8,85.7,0.93,67.9
680,32,496.6,60.1,44.1,103.5,0.93,67.9
681,1,518.3,40.7,39.5,95.2,0.89,68.0
681,2,349.9,178.2,50.8,139.2,0.91,68.0
681,10,865.9,127.2,54.0,125.3,0.95,68.0
681,11,820.4,149.8,55.2,129.3,0.8,68.0
681,12,832.6,132.3,54.4,123.2,0.91,68.0
681,13,859.8,135.3,47.4,129.7,0.96,68.0
681,14,862.7,114.7,45.6,119.5,0.95,68.0
681,30,946.3,128.4,48.1,124.9,0.89,68.0
681,31,862.4,27.3,34.1,87.4,0.84,68.0
681,32,497.1,63.5,38.9,101.1,0.94,68.0
682,1,522.2,40.1,37.0,94.6,0.89,68.1
682,2,337.9,182.6,60.1,140.4,0.89,68.1
682,10,871.3,129.8,50.9,123.5,0.92,68.1
682,11,832.7,150.8,50.5,127.1,0.86,68.1
682,12,831.1,135.2,45.9,120.8,0.84,68.1
682,13,865.6,138.5,47.3,126.9,0.86,68.1
682,14,859.3,114.1,50.2,120.8,0.99,68.1
682,30,935.2,127.6,43.9,122.6,0.78,68.1
682,31,872.4,29.1,31.7,87.5,0.8,68.1
682,32,500.1,57.8,40.7,102.1,0.8,68.1
683,1,519.0,43.4,35.1,94.7,0.86,68.2
683,2,347.4,180.4,61.2,137.2,0.89,68.2
683,10,873.8,128.7,45.1,122.7,0.88,68.2
683,11,831.8,152.1,54.3,126.4,0.91,68.2
683,12,831.5,133.1,44.0,123.3,0.95,68.2
683,13,861.3,139.8,49.2,124.3,0.84,68.2
683,14,858.0,112.1,47.8,121.5,0.91,68.2
683,30,934.5,129.6,47.8,122.9,0.92,68.2
683,31,868.7,27.5,31.0,87.9,0.89,68.2
683,32,496.8,68.9,38.8,94.5,0.87,68.2
684,1,523.8,39.3,33.5,95.1,0.92,68.3
684,2,342.9,180.2,55.2,141.7,0.88,68.3
684,10,872.9,131.1,49.4,118.9,0.89,68.3
684,11,834.2,147.8,49.7,129.6,0.9,68.3
684,12,831.6,129.5,48.1,125.9,0.84,68.3
684,13,864.0,138.5,45.4,126.5,0.81,68.3
684,14,862.4,119.1,44.4,114.4,0.98,68.3
684,30,941.4,134.2,51.4,122.6,0.86,68.3
684,31,867.3,21.9,32.4,90.4,0.79,68.3
684,32,495.7,65.6,39.3,98.0,0.88,68.3
685,1,521.8,40.8,39.0,94.3,0.93,68.4
685,2,343.7,181.0,62.2,139.1,0.89,68.4
685,10,871.5,132.4,46.5,119.9,0.8,68.4
685,11,837.2,148.6,47.7,130.9,0.92,68.4
685,12,824.3,127.9,54.3,122.4,0.89,68.4
685,13,857.0,137.5,47.2,126.9,0.9,68.4
685,14,856.2,110.6,48.5,124.3,0.92,68.4
685,30,941.3,130.9,44.8,122.4,0.96,68.4
685,31,870.5,23.3,34.9,88.7,0.91,68.4
685,32,501.7,60.2,38.8,96.7,0.93,68.4
686,1,519.4,40.1,39.0,95.9,0.89,68.5
686,2,333.6,183.2,62.2,140.0,0.84,68.5
686,10,874.1,128.5,44.5,121.9,0.9,68.5
686,11,831.4,150.8,54.6,128.1,0.96,68.5
686,12,824.5,132.2,54.9,125.8,0.92,68.5
686,13,855.6,140.9,53.2,124.5,0.86,68.5
686,14,861.1,116.0,49.4,120.3,0.85,68.5
686,30,937.6,137.8,49.2,120.4,0.97,68.5
686,31,865.3,30.4,35.9,84.0,0.94,68.5
686,32,500.3,59.8,35.4,100.4,0.92,68.5
687,1,520.0,39.0,34.4,96.7,0.93,68.6
687,2,344.8,181.8,60.6,139.1,0.93,68.6
687,10,870.1,131.6,52.3,122.8,0.86,68.6
687,11,834.6,147.5,51.1,132.5,0.91,68.6
687,12,828.2,129.5,49.3,126.5,0.89,68.6
687,13,859.6,139.4,46.5,126.7,0.87,68.6
687,14,862.2,111.5,45.7,124.3,0.84,68.6
687,30,945.2,130.8,51.3,122.1,0.91,68.6
687,31,867.6,22.1,35.7,88.9,0.9,68.6
687,32,494.7,63.3,35.1,96.6,0.91,68.6
688,1,524.0,41.2,37.1,94.5,0.86,68.7
688,2,348.4,181.6,49.6,138.1,0.86,68.7
688,10,869.9,127.7,50.6,122.6,0.85,68.7
688,11,829.2,149.9,55.7,130.1,0.81,68.7
688,12,828.0,128.8,52.2,125.3,0.87,68.7
688,13,861.6,136.0,47.2,126.6,0.92,68.7
688,14,859.7,116.4,52.8,118.0,0.92,68.7
688,30,940.8,130.8,54.3,128.0,0.99,68.7
688,31,873.3,25.8,38.4,87.3,0.93,68.7
688,32,496.2,62.5,42.0,99.8,0.86,68.7
689,1,518.6,39.6,41.3,95.1,0.88,68.8
689,2,339.0,182.1,54.6,142.2,0.89,68.8
689,10,866.8,127.9,51.0,123.3,0.89,68.8
689,11,832.1,154.1,51.3,127.8,0.89,68.8
689,12,830.1,132.5,50.7,125.2,0.8,68.8
689,13,856.5,137.1,54.8,129.3,0.87,68.8
689,14,856.3,120.7,45.1,115.8,0.93,68.8
689,30,943.0,138.0,42.9,121.8,0.81,68.8
689,31,871.7,22.7,37.1,85.6,0.82,68.8
689,32,494.7,64.5,44.5,100.7,0.98,68.8
690,1,520.0,41.0,37.9,93.9,0.88,68.9
690,2,345.7,184.7,51.5,137.9,0.94,68.9
690,10,873.4,124.8,49.1,128.0,0.89,68.9
690,11,833.8,144.6,52.5,132.0,0.87,68.9
690,12,829.9,130.5,54.1,124.7,0.92,68.9
690,13,863.7,136.9,48.2,126.4,0.83,68.9
690,14,857.9,111.2,47.5,121.0,0.97,68.9
690,30,943.9,137.0,45.0,124.3,0.92,68.9
690,31,867.5,22.9,38.6,89.4,0.84,68.9
690,32,492.6,57.5,44.3,102.7,0.85,68.9
691,1,518.7,39.2,39.3,97.2,0.88,69.0
691,2,347.6,180.8,60.2,136.9,0.91,69.0
691,10,874.8,130.4,43.6,122.7,0.85,69.0
691,11,835.0,143.4,56.0,130.0,0.93,69.0
691,12,832.0,132.9,53.4,120.2,0.88,69.0
691,13,854.1,141.1,56.8,128.0,0.92,69.0
691,14,856.6,120.4,49.3,118.5,0.79,69.0
691,30,935.3,135.3,45.1,127.7,0.92,69.0
691,31,876.1,22.0,34.8,89.5,0.86,69.0
691,32,487.5,61.2,45.6,102.2,0.85,69.0
692,1,515.9,45.4,40.3,90.9,0.81,69.1
692,2,338.4,180.4,60.3,141.1,0.85,69.1
692,10,873.1,128.6,49.9,124.7,0.87,69.1
692,11,834.6,145.7,48.6,130.7,0.88,69.1
692,12,833.3,129.7,49.6,126.4,0.85,69.1
692,13,861.8,142.1,46.6,123.2,0.82,69.1
692,14,863.9,114.4,41.5,117.8,0.92,69.1
692,30,940.4,137.9,47.8,124.6,0.87,69.1
692,31,872.0,20.5,37.3,89.1,0.82,69.1
692,32,487.9,61.8,41.5,101.1,0.91,69.1
693,1,519.0,40.5,39.2,95.2,0.88,69.2
693,2,337.4,184.5,59.9,138.9,0.87,69.2
693,10,875.1,131.7,47.1,122.5,0.81,69.2
693,11,834.8,146.7,54.2,131.6,0.96,69.2
693,12,831.2,129.8,53.1,124.2,0.94,69.2
693,13,855.8,137.9,55.1,127.8,0.88,69.2
693,14,859.6,118.8,45.1,115.4,0.89,69.2
693,30,924.7,143.1,52.9,120.4,0.91,69.2
693,31,873.7,18.9,39.7,88.7,0.99,69.2
693,32,502.0,58.0,37.0,97.6,0.84,69.2
694,1,519.6,45.9,34.4,90.9,0.86,69.3
694,2,341.7,183.9,59.8,134.0,0.85,69.3
694,10,870.1,127.4,51.2,121.2,0.91,69.3
694,11,830.3,148.0,50.1,129.3,0.8,69.3
694,12,828.8,131.6,51.7,121.2,0.99,69.3
694,13,865.0,137.0,48.4,128.7,0.91,69.3
694,14,864.1,116.9,41.7,117.8,0.89,69.3
694,30,935.1,139.8,48.6,124.9,0.93,69.3
694,31,877.9,21.3,32.1,85.8,0.98,69.3
694,32,495.5,62.2,40.9,96.4,0.9,69.3
695,1,524.0,39.6,34.2,96.7,0.87,69.4
695,2,343.2,180.1,54.6,141.3,0.9,69.4
695,10,871.1,126.4,53.3,126.3,0.93,69.4
695,11,829.5,148.7,52.0,128.5,0.88,69.4
695,12,830.7,129.9,46.2,122.7,0.82,69.4
695,13,865.3,139.3,44.7,125.9,0.95,69.4
695,14,859.7,115.9,43.5,118.9,0.95,69.4
695,30,933.1,141.1,47.9,129.4,0.86,69.4
695,31,871.8,22.9,38.6,87.4,0.92,69.4
695,32,489.7,53.3,42.6,103.5,0.82,69.4
696,1,516.8,42.5,39.2,93.7,0.89,69.5
696,2,342.7,179.5,60.8,142.5,0.98,69.5
696,10,877.6,126.4,44.7,127.2,0.9,69.5
696,11,832.0,145.8,49.0,130.5,0.95,69.5
696,12,835.1,132.1,42.9,121.8,0.88,69.5
696,13,857.5,136.2,50.2,127.6,0.96,69.5
696,14,858.5,114.9,47.5,121.3,0.99,69.5
696,30,925.8,139.2,45.9,128.4,0.97,69.5
696,31,880.9,25.5,32.8,84.7,0.99,69.5
696,32,491.1,57.5,42.0,100.1,0.89,69.5
697,1,522.1,40.9,37.9,92.3,0.89,69.6
697,2,342.9,183.4,57.1,138.3,0.93,69.6
697,10,875.5,129.2,50.6,123.0,0.9,69.6
697,11,828.7,148.6,58.3,130.0,0.9,69.6
697,12,832.2,130.2,49.0,125.0,0.83,69.6
697,13,857.1,141.1,50.6,124.6,0.89,69.6
697,14,858.6,116.1,50.2,116.7,0.85,69.6
697,30,930.3,143.9,57.1,131.5,0.89,69.6
697,31,877.4,22.1,30.0,83.1,0.92,69.6
697,32,497.2,62.1,36.8,95.7,0.86,69.6
698,1,520.0,44.2,38.4,91.3,0.81,69.7
698,2,339.9,179.3,61.9,139.3,0.88,69.7
698,10,874.4,127.6,44.4,120.8,0.86,69.7
698,11,830.6,142.6,48.4,131.8,0.89,69.7
698,12,828.3,127.1,49.8,125.1,0.86,69.7
698,13,863.3,137.0,49.5,128.5,0.94,69.7
698,14,858.5,114.6,53.3,120.3,0.85,69.7
698,30,933.9,140.0,46.6,130.9,0.99,69.7
698,31,878.8,18.3,36.0,86.4,0.99,69.7
698,32,486.4,59.6,40.7,98.4,0.85,69.7
699,1,522.1,42.4,36.5,92.9,0.92,69.8
699,2,343.1,175.6,57.4,144.1,0.91,69.8
699,10,869.6,126.5,54.4,123.6,0.89,69.8
699,11,831.4,144.6,53.0,134.2,0.94,69.8
699,12,828.4,129.1,53.5,123.7,0.85,69.8
699,13,862.0,137.9,44.7,125.8,0.95,69.8
699,14,861.4,116.9,42.2,118.6,0.86,69.8
699,30,931.2,142.2,51.9,128.6,0.95,69.8
699,31,882.3,21.2,36.8,85.1,0.93,69.8
699,32,484.6,55.9,38.9,99.0,0.91,69.8
700,1,520.6,41.5,37.1,95.4,0.96,69.9
700,2,342.0,182.4,63.5,142.3,0.84,69.9
700,10,868.9,127.3,55.4,123.9,0.91,69.9
700,11,834.7,148.5,48.4,130.3,0.94,69.9
700,12,827.6,132.9,51.8,124.7,0.93,69.9
700,13,858.8,138.7,54.2,124.1,0.89,69.9
700,14,863.8,116.5,42.4,119.9,0.9,69.9
700,30,940.4,143.5,44.7,124.2,0.91,69.9
700,31,889.3,21.1,32.8,85.1,0.89,69.9
700,32,489.8,58.0,34.9,99.2,0.83,69.9
701,1,522.7,36.9,40.8,94.8,0.95,70.0
701,2,345.0,183.9,53.3,137.8,0.91,70.0
701,10,874.5,129.1,45.3,121.8,0.91,70.0
701,11,837.2,154.2,47.4,125.6,0.89,70.0
701,12,824.8,131.4,54.3,126.9,0.95,70.0
701,13,856.5,140.1,51.8,127.1,0.91,70.0
701,14,860.5,118.8,49.4,115.0,0.9,70.0
701,30,925.8,145.8,54.5,129.5,0.85,70.0
701,31,881.2,18.6,39.1,87.9,0.99,70.0
701,32,493.3,54.8,42.2,100.8,0.98,70.0
702,1,521.9,39.7,34.1,95.2,0.83,70.1
702,2,347.5,178.0,48.6,138.7,0.78,70.1
702,10,871.9,125.6,52.4,120.3,0.97,70.1
702,11,835.9,154.0,55.5,130.0,0.82,70.1
702,12,827.9,129.5,56.9,126.7,0.93,70.1
702,13,855.6,136.1,57.7,128.6,0.88,70.1
702,14,858.3,113.7,42.6,120.9,0.9,70.1
702,30,932.0,141.6,47.9,131.3,0.89,70.1
702,31,883.5,24.9,32.2,83.4,0.85,70.1
702,32,486.6,53.2,41.6,99.8,0.93,70.1
703,1,516.6,40.6,39.5,94.6,0.95,70.2
703,2,341.1,181.0,55.8,139.8,0.95,70.2
703,10,870.8,130.8,51.5,122.7,0.92,70.2
703,11,827.5,148.6,50.9,124.7,0.92,70.2
703,12,835.2,131.2,45.2,124.2,0.83,70.2
703,13,857.0,139.3,55.5,127.5,0.94,70.2
703,14,858.5,114.9,51.7,119.3,0.98,70.2
703,30,931.6,148.9,45.7,129.2,0.92,70.2
703,31,886.0,24.3,35.6,85.5,0.87,70.2
703,32,492.2,55.4,36.3,98.5,0.85,70.2
704,1,524.6,42.2,35.0,91.6,0.92,70.3
704,2,343.7,179.5,52.3,142.5,0.92,70.3
704,10,878.2,128.0,44.6,124.4,0.9,70.3
704,11,831.1,153.9,52.0,124.9,0.94,70.3
704,12,837.1,129.6,45.2,122.4,0.95,70.3
704,13,858.7,136.5,53.5,127.3,0.92,70.3
704,14,852.6,117.4,47.8,118.1,0.96,70.3
704,30,931.9,146.0,47.4,127.6,0.89,70.3
704,31,885.5,24.4,37.2,85.1,0.97,70.3
704,32,482.3,53.9,42.7,102.6,0.84,70.3
705,1,521.2,40.6,38.5,93.3,0.92,70.4
705,2,347.1,181.7,54.1,136.6,0.93,70.4
705,10,878.3,128.2,43.4,123.2,0.92,70.4
705,11,829.0,149.9,55.7,129.2,0.95,70.4
705,12,830.7,129.6,49.5,122.9,0.83,70.4
705,13,859.1,143.0,48.7,122.0,0.86,70.4
705,14,859.6,116.1,43.5,119.4,0.92,70.4
705,30,926.6,146.9,55.3,130.2,0.93,70.4
705,31,884.4,19.7,32.2,88.8,0.85,70.4
705,32,492.4,52.4,37.8,98.9,0.88,70.4
706,1,520.6,46.3,33.5,90.5,0.97,70.5
706,2,334.6,181.2,60.6,143.7,0.82,70.5
706,10,870.0,128.2,52.1,123.9,0.9,70.5
706,11,831.1,149.9,50.7,126.3,0.88,70.5
706,12,826.4,130.1,50.6,122.9,0.95,70.5
706,13,862.0,138.3,47.7,126.9,0.9,70.5
706,14,861.9,114.0,50.9,119.7,0.95,70.5
706,30,925.1,145.5,58.9,131.7,0.92,70.5
706,31,883.2,19.3,38.2,89.6,0.87,70.5
706,32,478.9,56.8,42.6,96.5,0.95,70.5
707,1,516.2,38.0,43.9,97.5,0.88,70.6
707,2,343.9,180.1,58.3,139.0,0.91,70.6
707,10,870.2,128.8,51.5,120.8,0.94,70.6
707,11,833.1,150.7,45.2,126.5,0.86,70.6
707,12,832.8,129.0,54.8,124.7,0.88,70.6
707,13,862.6,141.3,44.5,124.1,0.85,70.6
707,14,861.9,118.2,45.1,116.0,0.94,70.6
707,30,922.7,155.0,49.6,126.9,0.95,70.6
707,31,886.4,24.2,36.3,83.6,0.88,70.6
707,32,480.8,51.8,43.0,98.1,0.86,70.6
708,1,514.1,42.9,42.0,94.4,0.88,70.7
708,2,338.5,180.0,61.7,140.0,0.95,70.7
708,10,871.2,130.3,47.0,118.7,0.95,70.7
708,11,835.8,148.7,46.7,127.9,0.95,70.7
708,12,838.7,137.1,43.4,121.0,0.78,70.7
708,13,856.7,136.2,56.7,127.6,0.86,70.7
708,14,859.3,114.5,50.6,119.8,0.89,70.7
708,30,931.5,155.5,45.6,130.0,0.92,70.7
708,31,887.8,20.4,36.1,87.4,0.93,70.7
708,32,477.0,55.7,44.2,99.8,0.84,70.7
709,1,520.9,42.0,39.1,92.7,0.88,70.8
709,2,340.6,183.5,56.5,138.2,0.85,70.8
709,10,874.5,125.3,45.3,125.8,0.91,70.8
709,11,831.5,148.1,49.6,130.7,0.89,70.8
709,12,839.6,133.9,46.4,123.8,0.88,70.8
709,13,860.3,137.4,55.0,126.9,0.87,70.8
709,14,858.6,116.8,47.2,115.7,0.88,70.8
709,30,917.1,147.6,57.2,134.0,0.94,70.8
709,31,884.4,16.5,36.8,85.9,0.93,70.8
709,32,480.0,56.8,45.4,101.9,0.81,70.8
710,1,522.3,38.5,37.6,94.8,0.89,70.9
710,2,348.6,181.2,58.7,139.5,0.9,70.9
710,10,873.4,128.3,43.2,121.7,0.92,70.9
710,11,827.8,148.7,57.5,131.2,0.88,70.9
710,12,832.7,126.6,57.4,128.0,0.95,70.9
710,13,860.0,135.8,50.7,125.5,0.85,70.9
710,14,865.1,113.8,43.8,121.1,0.92,70.9
710,30,924.8,150.5,49.3,131.0,0.97,70.9
710,31,890.4,19.6,38.8,88.9,0.84,70.9
710,32,478.6,54.0,40.6,101.5,0.88,70.9
711,1,521.9,44.2,39.3,90.3,0.94,71.0
711,2,348.7,176.7,51.7,138.4,0.94,71.0
711,10,874.9,132.0,44.3,120.5,0.88,71.0
711,11,825.1,142.7,59.5,132.6,0.81,71.0
711,12,834.5,132.8,43.7,121.8,0.93,71.0
711,13,860.3,137.1,48.6,126.1,0.84,71.0
711,14,863.1,116.1,44.4,118.7,0.96,71.0
711,30,919.0,152.0,48.8,128.4,0.9,71.0
711,31,887.6,18.2,38.5,88.9,0.95,71.0
711,32,487.6,55.0,34.1,95.4,0.99,71.0
712,1,522.2,40.9,34.1,93.5,0.86,71.1
712,2,334.3,183.1,62.5,140.9,0.89,71.1
712,10,867.3,126.7,51.6,121.9,0.94,71.1
712,11,828.9,148.0,57.7,130.4,0.83,71.1
712,12,832.9,132.6,45.8,121.7,0.95,71.1
712,13,859.3,142.3,47.2,128.0,0.91,71.1
712,14,859.3,112.1,52.6,120.3,0.91,71.1
712,30,926.7,155.6,47.3,127.8,0.94,71.1
712,31,886.3,19.1,32.5,84.6,0.97,71.1
712,32,483.9,52.7,35.7,97.3,0.94,71.1
713,1,519.1,42.3,37.6,93.5,0.95,71.2
713,2,351.1,170.3,53.5,136.7,0.9,71.2
713,10,872.7,127.1,50.5,121.2,0.91,71.2
713,11,829.3,152.4,51.0,128.0,0.94,71.2
713,12,831.6,131.0,52.1,122.1,0.92,71.2
713,13,860.1,139.5,51.5,128.4,0.95,71.2
713,14,857.5,116.5,52.0,118.6,0.92,71.2
713,30,919.1,158.5,53.5,132.9,0.9,71.2
713,31,893.8,15.3,30.0,85.6,0.9,71.2
713,32,482.6,56.5,36.0,97.1,0.92,71.2
714,1,522.5,47.0,33.8,88.7,0.91,71.3
714,2,340.2,183.0,56.1,142.9,0.93,71.3
714,10,875.4,130.9,43.6,123.3,0.85,71.3
714,11,837.2,144.7,49.0,131.5,0.82,71.3
714,12,826.5,133.3,52.0,121.5,0.85,71.3
714,13,864.6,139.0,45.3,128.4,0.92,71.3
714,14,861.4,124.9,50.0,114.2,0.91,71.3
714,30,928.8,153.9,58.4,133.2,0.87,71.3
714,31,887.1,19.6,35.0,85.3,0.89,71.3
714,32,476.5,53.2,42.9,99.8,0.92,71.3
715,1,521.7,41.9,34.6,93.7,0.91,71.4
715,2,332.0,185.3,55.1,139.6,0.87,71.4
715,10,876.9,132.1,45.4,120.3,0.9,71.4
715,11,838.2,147.2,45.0,125.4,0.96,71.4
715,12,828.1,127.9,52.2,124.9,0.91,71.4
715,13,860.3,139.3,48.8,129.4,0.82,71.4
715,14,862.4,115.0,43.7,117.9,0.89,71.4
715,30,918.6,158.7,46.0,131.5,0.85,71.4
715,31,890.2,22.2,36.4,81.6,0.94,71.4
715,32,482.9,55.7,38.7,98.5,0.87,71.4
716,1,517.6,43.8,39.4,93.8,0.89,71.5
716,2,332.8,180.6,50.0,142.5,0.98,71.5
716,10,873.0,134.0,49.1,121.4,0.91,71.5
716,11,835.2,145.9,48.8,129.8,0.91,71.5
716,12,831.6,132.7,47.8,120.5,0.84,71.5
716,13,859.7,140.7,55.0,124.8,0.9,71.5
716,14,857.5,117.4,46.0,115.0,0.89,71.5
716,30,909.8,153.2,56.8,132.0,0.85,71.5
716,31,892.8,16.2,34.1,85.5,0.84,71.5
716,32,474.5,48.5,41.1,101.6,0.89,71.5
717,1,515.1,40.1,41.6,96.4,0.9,71.6
717,2,342.4,177.0,61.0,135.9,0.87,71.6
717,10,867.0,129.2,46.5,121.0,0.95,71.6
717,11,834.5,146.7,49.7,128.8,0.93,71.6
717,12,835.4,130.7,46.2,122.8,0.92,71.6
717,13,857.8,138.2,56.0,127.0,0.99,71.6
717,14,860.6,115.7,41.6,113.1,0.94,71.6
717,30,917.8,148.2,60.1,137.9,0.91,71.6
717,31,895.6,19.9,31.8,84.5,0.81,71.6
717,32,483.1,50.8,38.5,96.3,0.87,71.6
718,1,521.8,40.0,40.5,93.8,0.88,71.7
718,2,343.8,185.4,49.4,138.1,0.93,71.7
718,10,875.1,129.0,45.1,121.3,0.9,71.7
718,11,828.0,147.2,57.6,128.6,0.93,71.7
718,12,835.2,134.2,46.7,120.0,0.86,71.7
718,13,859.3,139.3,52.0,126.1,0.87,71.7
718,14,858.1,116.2,47.1,119.2,0.87,71.7
718,30,914.6,153.5,59.5,133.4,0.9,71.7
718,31,894.8,16.7,32.7,86.7,0.96,71.7
718,32,472.9,50.8,40.7,98.7,0.99,71.7
719,1,521.6,40.1,41.9,95.9,0.9,71.8
719,2,338.8,181.3,60.6,140.4,0.88,71.8
719,10,872.3,127.5,52.6,123.3,0.77,71.8
719,11,830.3,151.8,52.0,129.5,0.89,71.8
719,12,828.3,129.6,54.7,124.6,0.9,71.8
719,13,860.9,143.8,50.4,125.2,0.9,71.8
719,14,861.1,115.8,44.5,117.8,0.84,71.8
719,30,916.3,162.4,59.4,134.9,0.96,71.8
719,31,897.1,18.3,32.8,88.0,0.82,71.8
719,32,479.1,52.4,33.8,96.3,0.88,71.8
720,1,523.1,41.6,35.5,93.3,0.89,71.9
720,2,343.2,176.9,54.4,137.4,0.86,71.9
720,10,874.0,130.1,43.9,120.3,0.92,71.9
720,11,829.2,149.6,54.7,132.2,0.86,71.9
720,12,829.2,132.4,47.1,122.2,0.84,71.9
720,13,853.8,141.1,57.0,126.8,0.89,71.9
720,14,856.7,117.2,45.5,118.9,0.95,71.9
720,30,914.5,158.3,55.7,136.2,0.91,71.9
720,31,896.8,16.8,35.1,83.4,0.91,71.9
720,32,471.2,52.0,42.0,102.3,0.9,71.9
721,1,519.1,39.3,39.7,95.4,0.91,72.0
721,2,343.4,186.5,49.4,138.6,0.89,72.0
721,10,868.4,131.0,52.1,118.9,0.84,72.0
721,11,832.0,149.8,47.7,130.8,0.93,72.0
721,12,833.2,132.6,49.3,123.1,0.89,72.0
721,13,857.1,141.3,54.5,126.9,0.89,72.0
721,14,858.1,113.4,52.6,120.6,0.86,72.0
721,30,912.2,155.5,56.9,137.6,0.99,72.0
721,31,892.9,18.7,38.3,87.8,0.92,72.0
721,32,474.8,51.9,37.6,98.1,0.99,72.0
722,1,519.0,44.7,40.1,91.9,0.99,72.1
722,2,350.6,171.2,50.5,142.5,0.94,72.1
722,10,872.4,126.6,47.6,122.8,0.94,72.1
722,11,829.6,145.6,46.6,131.3,0.93,72.1
722,12,825.5,129.7,54.5,121.2,0.87,72.1
722,13,855.8,138.7,57.1,127.7,0.84,72.1
722,14,853.8,115.8,48.5,117.5,0.91,72.1
722,30,915.6,165.7,49.7,134.0,0.99,72.1
722,31,898.6,21.2,31.7,83.0,0.84,72.1
722,32,482.3,49.8,34.2,94.1,0.98,72.1
723,1,522.7,40.7,34.5,93.1,0.97,72.2
723,2,336.2,175.8,57.0,141.5,0.86,72.2
723,10,871.9,127.0,52.0,125.2,0.94,72.2
723,11,833.0,153.9,44.9,126.7,0.89,72.2
723,12,831.9,134.3,45.2,122.2,0.99,72.2
723,13,862.6,136.3,44.2,125.8,0.86,72.2
723,14,863.0,114.6,42.2,119.4,0.98,72.2
723,30,909.4,161.4,55.4,135.6,0.88,72.2
723,31,905.9,23.2,36.0,82.5,0.91,72.2
723,32,479.7,52.8,38.7,96.6,0.88,72.2
724,1,519.6,41.4,40.9,94.5,0.89,72.3
